chunk_id,n_sentences,text
440,20,"even if a nosy customs inspector had cared to pry open one of the scarred hatches , all he would have found was what appeared to be the slimy metal lining of the waterlogged bilge . it was an ingenious design ; the modifications had taken place at a discreet shipyard in colon , panama while other refits were being attended to . a veteran of the ongoing , frequent trade between south america and mexico , caruso was just one of thousands of vessels that offloaded cargo each year in veracruz , the principal importation hub for eastern mexico . under normal circumstances she would have rendezvoused with a commercial fishing boat out in the gulf of mexico to transfer her illicit wares , well away from prying eyes , but the shrimper that had been the scheduled drop-off had experienced engine problems eighty miles en-route , so the hook-up had been cancelled . that had left the captain with two choices toss ten tons of cocaine overboard and lose the shipment and his tidy slice of the profits , or hope that the receiving group could arrange for an alternative offloading plan while the ship was laid over in veracruz for two days . worst case , she could steam out , supposedly empty , on her way back to colombia for more fruit and java , and meet with another boat ; but every minute caruso sat in the harbor she was in jeopardy . particularly tonight , when la familia , a rival splinter faction of the gulf cartel , had decided to use the mexican marines as a vehicle to cause their competitors grief , by tipping law enforcement off to the shipment . it was not unusual for the cartels to exchange information with the military or the police to create problems for their enemies most of the drug seizures that took place did so because of the constant infighting and jockeying for advantage that was a routine aspect of the trade . it was far more ergonomic to use the militarys muscle instead of your own , and if the rivals got into a firefight in the process , so much the better . the marines had long been considered the only incorruptible branch of the military . the army was notoriously riddled with rot but the marines , for whatever reason , couldnt be bought off , and so were the most feared of the law enforcement branches . in mexico , the army and navy worked alongside the police and federales for internal security , which included battling the drug cartels , especially since the recent reorganization into more specialized groups . it hadnt been broadly publicized , but since 2000 , when vincente fox became president of mexico , the country had been embroiled in a de facto civil war , with the cartels having far greater resources than the army and navy . the total budget for the army was less than a percent of gdp , which put it at considerably under a billion dollars . contrast that to the over fifty billion dollars per year in wholesale value of cocaine that moved through the cartels . at an eighty to ninety percent margin , that left the narcotraficantes with vastly greater resources than the army . since the mexicans had taken over cocaine trafficking for the colombians , and begun manufacturing methamphetamines in earnest , the money had gotten crazy . mexico found itself in much the same situation colombia had faced in the 1980s and 1990s , when it was routine for judges , police chiefs and army generals to be executed en masse by the colombian cartels , or rather their armed enforcers ; the myriad purportedly revolutionary groups that controlled half the country and increasingly acted as private armies for the drug lords . the lions share of the profits had shifted from colombia to mexico as colombia contented itself with the far lower-risk and less violent business of production , leaving the transport and distribution to their better-positioned mexican associates . the profits in colombia were still significant , with one to two hundred percent markup to the mexicans , but the margin in trafficking internationally was five to tenfold ."
441,20,"the incredible margins were a direct function of the illegality of the substances in the target market the united states . as with alcohol margins during the ill-fated experiment of prohibition in the 1930s , criminalization of drugs turned what would have been a five percent profit business into a thousand or more percent trade , which created windfall profits for everyone in the supply chain and also created a situation where every aspect was worth killing for . there were no open gun battles over cigarette or alcohol profits because once a substance was legal , the efficiencies of the distribution chains kicked in and it became a boring commercial enterprise . but keeping the substances illegal , especially since they were in huge demand , caused profits to go through the roof . and so it was that a group of provincial , unsophisticated mexican farmers became the most powerful narcotics trafficking empires in the world , commanding the sorts of budgets that were the envy of many medium-sized countries . mexico bore the brunt of the violence that ensued from the power struggles , principally because it was the geographic gateway to the largest market for drugs in the world the united states . the harbor was quiet at three a.m. , and the wharf area where caruso was tethered was deserted , save for two men smoking cigarettes on the concrete pier , and an uninterested security guard at the massive docks entry point , where it connected to land . the marines had taken position in the surrounding buildings , having been told that there was a complement of at least a dozen heavily armed men on board , guarding against any incursions to steal their precious cargo . the leader of the commando team made a series of hand signals , and the men fanned out , while raul set up his rifle tripod and adjusted his scope . range was six hundred meters at the closest point , which would be a cakewalk for him were it not for the twenty knot gusting breeze hed need to factor in . this was his first active operation since graduating from the special forces course so he felt a tingle of anticipation before finally testing his skills in a real-world environment . shooting at paper targets or silhouettes on a range was one thing , but being in the thick of it with enemies who were shooting back was quite another . this operation would be a tricky one , in that the commander didnt want to get into a gun battle if he didnt have to . his first plan was to use subterfuge and approach the vessel with several plain-clothed men under his command , subdue the two lookouts with stun guns , and then move the bulk of the commandos swiftly down the dock to the gangplank , boarding the old scow before anyone knew what had happened . raul had questioned the logic involved but didnt say anything . if he was one of the smugglers on the ship , and the marines intelligence on the number of armed men was correct , he would have had at least two lookouts , one with a night-vision scope , surveying the dock for the slightest hint of trouble . if there was going to be a gun battle , youd want to pick the distance at which you engaged wisely , in order to be able to hold off any assailants while you made an escape . hed have had a high-speed tender secured to the ships stern as a get-away contingency , and would also have had a man watching the water approach , just in case . because you never , ever really knew you had to expect the unexpected . but it wasnt his place to second-guess his superiors and he was interested to see how the exercise would play out ."
442,20,"he gave the marines a less than twenty percent chance of taking the ship without a battle , which meant that hed see some real action . albeit from a distance but , in truth , that was preferred . hed long ago concluded that it was far safer to be sniping from afar than to be a hero rushing into a hail of slugs . hed pick off his targets with surgical precision before they knew what hit them . two large norwegian wharf rats scurried down the dock , away from the ship and the two smoking men . these were big rodents ; their bodies were a good eighteen inches long , with tails to match scavengers the size of small dogs . the pier area was infested with them and the city had long ago given up on trying to bring the population under control . poison had been only moderately effective , and one genius had the idea of releasing a horde of hungry felines which had resulted in a feral cat infestation in addition to the rats , which were large enough to go ten rounds with a cat without breaking a sweat . slicks of oil floated on the surface of the water from leaking bilges ; the port had a pervasive odor of decay and long-dead fish , and the particular petroleum stink common to industrial waterfronts the world over . raul studied the battered ships bridge for signs of life , scanning slowly over the superstructure and taking his time at each of the helms reinforced windows . those would pose a problem , as theyd be at least inch-thick glass , designed to withstand the pressure of the massive waves that could surge over the four hundred feet of bow and ship and slam into the tower . he knew from his reading that oceangoing vessels were designed to withstand seas up to sixty feet in height , the theory being that waves didnt get any larger than that . of course , the hundred foot rogue waves that had been recorded with some regularity were ignored by the industry because if you built ships that could survive those , they would be too expensive . so everyone pretended that sixty was the maximum , and when hundreds of boats were lost in any given period , it was shoulder shrugs and profit statements that everyone focused on . his night-vision scope illuminated the bridge in an eerie green . there were two armed sentries visible on the superstructure , one outside on the bridge walkway , and the other inside . he could just make out the gleam of binoculars from the interior , so in rauls opinion the chances of the commanders scheme working had diminished to less than zero . he was glad it wasnt his ass on the line for this one . perhaps , instead of the sea approach , raul might have had a flight of four to six men parachute in , touching down on the rear of the ship , taking out the sentries as they descended . virtually anything other than a direct assault down the dock ."
443,20,"no wonder the military casualties in the drug wars were so high . with operational plans that amounted to brandishing a saber and screaming , charge ! there could be little expectation of anything but a blood bath . he didnt envy his fellow commandos their duty tonight . he adjusted his scope to compensate for the stiffening wind , and calculate the distance with his laser rangefinder . like shooting fish in a barrel , he thought , allowing himself the private luxury of a small smile . his face , like those of his fellow commandos , was blacked out with camouflage paint so as to avoid giving off any shine , lending his profile an evil glint akin to that of an escaped demon . the commander gave the signal and the two undercover men exited the building , one holding a bottle of mescal in his hand and talking loudly in an inebriated slur . given that there was no way they wouldnt be spotted , the bright idea was that they were to be friendly , drunken dock workers , and once the two smoking guards were dispatched , they would pretend to engage in a scuffle and some security guards would come running to break up the fight . when there were six men in total by the gangplank theyd breach the ship , and more would pour out of the building and reinforce them from there . in addition to the stun guns , the men on the dock would be equipped with grenades and machine pistols , as would the bogus security guards , so the presumption was that they could take the ship by surprise and keep the foe engaged until the main body of commandos made it down the dock . they had two vehicles waiting to race out , filled with armed men who could be at the gangplank in fifteen seconds from the time the signal was given . it seemed like suicide to raul , but it wasnt his job to craft a better plan . he was only there to shoot , which he was now perfectly positioned to do . this may have been his first assault but he had enough common sense to understand that even when the commandos prevailed , and they would prevail eventually due to vastly larger numbers , the cost in human life would be high on both sides , whereas a surgical strike could have accomplished much the same result with minimal special forces casualties . it was inefficient , which offended his sense of symmetry more than anything . he watched as the two men staggered their way down the pier and then returned his full attention to the bridge . the pair of undercover operatives , by the time they made it to the two sentries , would be out of sight of the bridge due to the angle of the hull . unless of course , the two guards moved , in which case the plan would be a disaster , or alternatively , would need to be aborted . walking headfirst into a killing zone was generally bad strategy anywhere in the world , not just in mexico , and he couldnt see the commander barreling forward if the plan was doomed to failure ."
444,20,"the sentry on the exterior of the bridge was carrying a machine pistol of some sort it looked like an uzi to raul . that meant limited useful range and accuracy . the uzi was an antiquated design with an effective range of two hundred meters , which was fine for typical close-quarter urban combat , but lousy for applications requiring accuracy at a distance . a better and more popular choice as far as raul was concerned was the kalashnikov akm , the modernized version of the venerated ak-47 , which had double the effective range in single fire mode , or at least three hundred meters when fired full-auto ; or probably the best weapon , and his personal favorite for dependability and accuracy in a mid-range assault rifle , the american-built m4 . its five-hundred-meter effective range and extremely high muzzle velocity made it the ideal choice for assault applications , which more than compensated for its relatively small slug size . hed fired all three with emilio for years and could disassemble and reassemble any of them in a matter of seconds , so he knew whereof he spoke . the two smoking sentries on the dock moved toward the men , so any engagement would take place in plain sight of the bridge . that would mean a full-blown firefight with no cover , likely with a very high toll on the special forces side . he exhaled , stilling his mind in preparation for the imminent attack , and zeroed the barrett m82 sniper rifle in on the bridge sentrys upper torso . the .50 caliber m1022 slug would tear a hole through him the size of a baseball at that range so there was no question in his mind that it would only take a single trigger pull to dispatch him . it would be a few more seconds before the shit hit the fan so he slid two more full magazines next to the rifle , where he could quickly change them out once he was empty . the man in the bridge was still his biggest concern . he made a mental note to always carry one magazine of full-jacketed armor-piercing rounds in case he needed to slice through an inch of metal or reinforced glass . he fixed the bridge target in the crosshairs and waited for instruction . the commander was watching the approach and not liking what he saw . he , like raul , understood that if the bridge sentries werent caught unawares , the assault would become a slaughterhouse , with his men taking heavy casualties . after struggling with an internal debate , the commander murmured into the com system . one of the two men on the dock had an earpiece , and upon hearing the commanders instructions , grabbed his friend and turned him around , as if only now noticing the two smoking men cautiously approaching them . shit , the commander hissed , and began pacing , mulling over his choices . now theyd probably have to just pull up in armored vehicles and do this the hard way , shooting it out with no element of surprise ."
445,20,"raul bit his tongue , but then decided to advance his idea , purely in the interests of keeping his role in the assault interesting and getting some more practical experience . taking out a single sentry from almost a thousand meters wasnt really much of a challenge . maybe two , if they would send someone to find some armor-piercing rounds . the commander regarded him with surprise . raul was one of his best men , but he never spoke . he was a loner , with no close relationships within the corps . i just had an observation that came to me as i was watching the target that may be of some use to you , sir , raul explained , sucking up his pride and taking the expected supplicant tone . we need to coordinate a frontal assault before this goes on much longer . raul moved to the commanders side , and spoke in a low , calm tone , explaining his ideas and arguing for an amphibian assault . the commander listened carefully , and then cut him off after forty-five seconds . that would require far more stealth and luck than weve had tonight . its a good strategy , and i appreciate your sharing it with me , but i dont think we can afford to waste two more hours preparing it . no , i think well do a good old-fashioned frontal assault and take our punches . in the end , wed have to do one anyway if your plan failed , so my call is to just cut to the chase , the commander declared , summarily dismissing the idea . raul considered arguing the point and then decided that he didnt care that much . hed still get to shoot a couple of bad guys , at least , and what did he care in the end if half the squad got mowed down ? if were going to do a frontal , could i please get a magazine of armor-piercing rounds ? theyll come in handy to take out the gunman inside the bridge , raul requested . the commander nodded and called on the com to one of the team members waiting in the next building . the commander spun around and began issuing orders in preparation for a brute-force assault ."
446,20,"theyd need a couple of armored personnel carriers enough to carry forty men . he ordered up two unimog armored trucks and two btr-70 armored carriers : eight-wheeled vehicles that could accommodate seven commandos each , along with a three man crew to operate the turret-mounted 14.5 mm heavy machine gun and smaller 7.62 mm machine gun . the fallback plan was much more straightforward . deploy men if no firing takes place and seize the ship . if the sentries or crew decided to shoot it out , blast away at everything in sight and shoot their way through the ship until the crew either surrendered , or was dead . it was inelegant and would result in a lot of bullets flying but it had the benefit of simplicity . twenty-five minutes later , a young commando approached raul and handed him a magazine with five rounds of armor-piercing .50 caliber bullets , apologizing that they couldnt find any more at such short notice . raul thanked him , and emptied half of one of the spare magazines , counting out five shells and replacing them with the five armor-piercing rounds . he ejected the current bullet in the rifle and chambered one of the new armor-piercing cartridges , then returned to watching the sentries through his night-vision scope . the commander checked his watch , and at precisely three-forty a.m. ordered the assault , after which everything happened quickly . the two gray btr-70s , which resembled small tanks more than anything else , rumbled around the corner and out onto the pier , followed by the two hulking trucks . the sentries on the dock froze , staring in numb disbelief at the apparition , and then hurriedly scuttled up the gangplank and disappeared up into the ship . one mans head reappeared for a few seconds and then the gangplank collapsed onto the concrete pier below . the crash was almost immediately followed by the steel watertight door slamming shut with a boom . as it was barred from within , the grinding of the cogs was audible halfway down the dock , even over the baritone growl of the vehicles . it was going to be considerably harder to take the freighter now because the traffickers were forewarned . the easy access to the ship from the gangplank was gone and the commandos on the dock would be in a siege situation against a ship whose hull rose easily four stories above the pier , with no obvious entry point available . the commander watched in a kind of frozen frustration , and then the shooting started ; gunmen emerged from the interior of the ship , moved to the edge of the hull and began firing from behind the protection of the heavy steel from which the hardy old vessel was built . raul took in the situation for a few moments , waiting for the right instant , and squeezed the trigger . ears ringing , he watched with satisfaction as both the sentry standing outside the bridge and the man inside collapsed ."
447,20,"hed timed it so that he fired when the outside man was directly in front of the man inside the bridge , effectively killing two birds with one armor-piercing stone . no reason to waste his precious ammo , after all . he swiveled his attention to the hull , where he could just make out heads popping up here and there , like a nocturnal version of whack-a-mole at a fairground stall . a man wearing a baseball cap leaned over the railing and fired his weapon at the vehicles below . raul caressed the trigger again and watched as the shooters head vaporized . moving down the line , he waited for an opening and took out another . he was now four down with three shells , which he felt was a fair contribution to the ensuing train wreck of an operation . raul peered through the scope , trying to find any other obvious targets , but the gunmen along the side of the ship had figured out there was a sniper at work , and had retreated into the superstructure , barring the watertight deck entry door in the process . the gun turrets on the btr-70s opened up with their armor-piercing rounds , but quickly discovered that their shells , which could easily penetrate up to a one and a half inch steel plate , were just denting the massive hull , which had been fashioned from considerably thicker material . that left the commandos and the traffickers in a classic mexican standoff . shooting from the ship had stopped other than from a lone gunman who hadnt made it inside in time , but was behind the bulk of the bridges tower and so out of rauls line of sight . firing from the two btr-70s had also stopped , though the entire waterfront area still resonated with receding echoes of gunfire . the commander barked orders into the radio and the men emptied from the personnel carriers and took up position to mount an assault . the men below flung three grappling hooks affixed to black nylon rope over the hulls edge . the four-pronged hooks all found a purchase . the problem was that any men on the ropes who got caught in the fire from the remaining gunman were dead meat , so nobody wanted to be the first to climb four stories up onto the deck . raul decided to shift his position and moved down the row of warehouse windows until he was more symmetrically placed and could see down the entire length of the ship . he set his rifle tripod down , careful not to jar the weapon , and resumed peering through the scope . there , at the farthest end of the ship , right near the stern , was the gunman , taking cover below the three-foot-high lip of the boats deck edge . raul calculated the distance and added an additional forty yards and adjusted accordingly , then waited for the mans head to pop back up ."
448,20,"it was just a matter of time , he figured correctly , as it turned out and his vigilance was rewarded by the mans arms and head coming into view as he prepared to empty his weapon at the commandos below . raul took his shot , and the mans head dissolved in a bloody spray of fragments . the deck was now empty , although it would still be ugly fighting through the ship . the commander gave the squad the all-clear signal , and within seconds commandos were moving swiftly up the ropes to the ship above . raul had shifted his attention to the bridge windows again , figuring it would just be a matter of time until some bright lad figured out that he could shoot from the portholes that stretched another four stories above the ships deck , picking off soldiers as they climbed over the rail . sure enough , one of the glass hatches on the side opened , and a gun barrel poked out . he waited patiently because the angle of the shooters barrel wouldnt allow him to hit the deck , and sure enough , more of the weapon slowly emerged from the window until raul also saw the arm that was holding it . the first commandos were only a few feet from the edge so he only had a second before theyd be exposed to the gunman . raul fired , and the assault rifle tumbled harmlessly to the deck below , taking three quarters of the mans still-attached arm with it . that would give the rest inside something to think about . from there on out it was a textbook incursion . they had to use explosives to blow the doors open , and for fifteen minutes , bursts of gunfire echoed throughout the boats hull . eventually the commander got an all clear call from the men inside , and a status report . theyd taken out six hostiles , no survivors , and lost nine men in the process . raul listened to the recitation impassively , his face betraying nothing . the commander glanced at him as he heard the casualty assessment , but raul was busy packing up his gear , his work for the night finished . the commander approached him and stopped a few feet away , studying the silent sniper as he finished stowing his weapon into a long padded case . you saved a lot of lives tonight , the commander said . raul bit his tongue , didnt blurt out his natural reaction , which was that if hed been allowed to lead an amphibian team they would have likely lost only a few men , if any , thanks to the element of surprise , and that the commander had killed those commandos with his lack of flair and imagination just as surely as if hed pulled the trigger himself . instead , he nodded and stood , shouldering the rifle case and hoisting his bag ."
449,20,"there being nothing more to say , he saluted with his free hand before descending the stairs to join the remainder of his team . it would be a long stretch of duty as the bodies were recovered and the drugs inventoried and he wanted to get out of the commanders sight before his contempt for the man leaked through his veneer . most of the world was composed of idiots the commander was simply one dolt of many , and nothing raul said or did would change things . it was that night , on his first live operation , that he realized hed probably already learned everything he was going to from the military . the time had already come , after little over a year in the service , to reconsider his options . chapter 6 ten years ago , sinaloa , mexico eighteen months after joining the marines , raul disappeared without a trace , leaving nothing behind to be remembered by except his assumed name , which hed quickly grown to despise . hed participated in seven more operations after his first one , and with each mission he became more convinced that his talents were being wasted and he wasnt progressing any further . to make matters worse , he witnessed countless acts of bumbling bureaucracy by the ranking officers , costing the men under their command casualties for no good reason . if anything had ever convinced him that he wouldnt do well working for someone else , his half year of active duty after completing his boot camp and all the specialized training had done the trick . when he walked off the base for the last time , ostensibly on two days leave to go visit his fictional family in chiapas , it was with an audible sigh of relief . raul had saved almost all of his meager pay and still had a few thousand dollars from the money hed left home with , after selling his weapons to convert his assets into cash . his identity papers had cost him six hundred dollars in mexico city , and hed done some odd jobs before joining the navy , but he would need to put the next part of his grand plan into operation fairly soon if he was going to avoid having to work as a day laborer . fortunately , the cartels hed been battling were generous employers , able to pay far more than the navy , so he could pretty much choose which cartel he wanted to approach ; as an ex-marine theyd be eager to have him as part of their enforcement team . although he had different ideas about how he could be of service to them . he was now three months shy of his nineteenth birthday and free to do as he pleased . yet there was some unfinished business he needed to attend to back in sinaloa before he moved on to the next phase of his life . his departure had stuck in his craw , and he felt a pull to return while hed told himself that he was completely over jasmine , the truth was that a part of him had always assumed that her rejection had been some sort of youthful power play , and that shed get over it and see reason in time . whether or not that was deluded wishful thinking , he needed to put it behind him once and for all , and with time on his hands and a more mature perspective , he decided to return to his old haunts and see for himself how things now sat . hed learned to trust his judgment on these things , so he hopped on a bus and began the long trip from veracruz to culiacan . wearing the uniform of a special forces commando , he was afforded privilege by the bus company so thankfully it cost him almost nothing to cross the nation ."
450,20,"two days after hed left his naval career behind , he descended the stairs in culiacan , blinking into the bright sunlight of an early spring day . after forty-two hours cramped on buses , eating whatever junk he could get at the irregular stops , his first order of business was to have a decent meal . he set off in search of a restaurant that had been his favorite , back in the day . outside the terminal , he hailed a cab , reciting the address from memory to the driver as he slid into the back seat . the young man had changed since hed last been in town , as had the city itself , growing by leaps and bounds . his carefully trimmed goatee and closely cropped military haircut ensured nobody would recognize him , which wasnt much of an issue considering his long absence . hed developed into a hardened combat veteran since leaving as a teen boy and his bearing and additional muscle weight filled out his uniform , lending him a formidable presence . the boy had left and had returned a man . the taxi arrived at the restaurant , la chuparrosa enamorada , nestled on the banks of the canal rosales . the young man paid the driver and stepped out onto the pavement , hoisting his duffle as he studied the restaurant faade . it was a tuesday , so the breakfast business was thin , which wouldnt have been the case had it been the weekend . the place typically had a standing-room crowd on saturdays and sundays , due to the generous portions of mouthwatering food and the soothing waterside ambiance . he had been there a few times with emilio on special occasions and it was one of the things that had been on his mind since boarding the bus in veracruz . when he entered the large dining room , his boots thumping on the saltillo tile floor , the waitress approached and invited him to an outdoor table overlooking the water . after a cursory glance at the familiar menu , he ordered a glass of orange juice and a plate of chicken chilaquiles in red sauce a local favorite and one of the restaurants signature dishes . while he waited for his food to come he thought about his next move , glancing around absently as he remarked to himself on how little things had changed there in the last twenty months . in this sleepy area , things seemed to always remain the same , even as the city grew at an unprecedented rate . the waitress arrived with a heaping platter of breakfast , and as he tucked in he ran down his mental list . the first thing he would need to do was secure reliable transportation . taxis werent going to be an option for what he had in mind , so hed need to get some sort of conveyance sooner rather than later ."
451,20,"with his bankroll being as thin as it was , that meant stealing something , or probably several somethings , depending on how far he decided to travel . he munched on his food , savoring the rich , spicy sauce , and cleaned his plate as efficiently as a dishwasher would . stuffed , he paid the bill and strolled out onto the rural road , scanning the surroundings for something he could liberate opportunistically . it took him half an hour to spot a suitable vehicle that was easy enough to break into and hotwire , but he eventually found a thirty-year-old chevrolet truck with a broken wind wing . within seconds , he was in the cab , scanning the surrounding street to ensure that he hadnt been detected . it took him ten seconds to find the ignition wires and soon he was meandering down the familiar road that led to don miguels estate . the landscape was still verdant and wild , nature seemingly impatient to encroach on the slim progress man had introduced . when he was a quarter mile from the turnoff to the ranch , he pulled the old truck onto a dirt track that led into the wilds and parked where it couldnt be seen from the road . he had no idea what he would find at the hacienda when he made it to the estate , but hed learned to be cautious about everything and considered it best to err on the side of prudence . he moved stealthily through the woods until he found one of the myriad game trails that ran through the immense tract of don miguels property , and soon was jogging along as he had in the old days . it was cool in february so he barely broke a sweat as he moved effortlessly through the foliage . before long , he was in the cluster of trees that ran along the side of the property , near the horse barn where hed so long ago been set to move hay as the commencement of his training . he paused momentarily , ears straining for any hint of habitation , but he detected nothing . the main house was deserted , with none of the security men that were everywhere when hed been living there . no matter ; he hadnt come for anything in the house . he wanted to see his mentor , emilio , and of course , his daughter . for all his efforts jasmine had survived in the place shed carved out of his psyche , and he wanted to bring closure to a door that bulged , and threatened to burst open in his recurring dreams . the young man continued along the perimeter and down the track until he reached the caretakers house that reposed several hundred yards into the woods . he knew that trail like hed been on it only yesterday , the loosely placed flagstone that served as a driveway all too familiar under his feet . surprisingly , he felt a buzz of anxiety in the pit of his stomach as he neared the front door an altogether alien sensation for him ."
452,20,"there , sitting as it always had , was the modest colonial home , deliberately styled in a rustic , sponge-painted manner to mirror the design sensibility of the larger main house , but absent the more flamboyant frills . pausing on the front porch , he registered that there was something different about the home than the last time hed seen it , almost two years ago . it seemed quiet , as though nobody was living there much like the main estate had appeared from a distance . shaking off the sense of foreboding , he knocked on the door , and when he heard nothing from inside , he walked around the side to where emilio parked his big navy blue ford lobo crew-cab truck . there it sat , unchanged , next to the small chevy econo-box emilio had bought for jasmine with his bonuses from don miguel . he moved back onto the porch , and knocked again . from inside , he heard a faint rustling , and then jasmines distinctive voice . don miguel , my father , his sister and his mother . theres only me left now , and i dont want to see you . go now , and stay away , jasmine warned . i dont want to have this conversation through a slab of wood . i just travelled over a thousand miles to see youplease , jasmine . you left without a word to anyone , and now death has come to the valley , and its only me left alive and you . do yourself a favor , and leave now , while you can , jasmine implored him . if you dont open the door , ill break in . open the damned door so we can speak like adults . i need to know what happenedand i need your help , he finished , hoping the appeal would stir something in her . he could understand that she might not want to see him , but there were too many unanswered questions for him to take no for an answer . after a seemingly eternal pause , the lock rattled and the door creaked open . it was dark in the small living room , all the drapes pulled , he saw as jasmine padded in bare feet back to the chair in front of the television and sat ."
453,20,"she was wearing a nightgown even though it was close to noon . it was so dim that he could hardly make her out . can we turn on a light or open a window ? this is my house now , so i keep it the way i like . if you have a problem with it , leave , jasmine advised in a monotone . even after two years , people didnt change that much . tell me what happened to your father , emilio . a total clich , she exclaimed with a bitter laugh . its a little more complicated than that . jasmine let out a long sigh , and sank further into the large , padded reclining chair one of emilios few luxuries ; a place he could relax at the end of a long , hard day and watch some television in peace . when you left , you got out just in time . someone executed don miguel , as well as one of his lieutenants , either that same day or the day after . i dont really remember now , so much happened so quickly . anyway , nobody knew what to do , and it was chaos here . but word traveled fast , because before don miguel was in the ground , his rivals where fighting over how his empire would be divided up . it quickly escalated into the usual blood feud , and soon culiacans streets were littered with the dead , jasmine explained . only the young man knew what had transpired between himself and don miguel before leaving the state the event hadnt been witnessed by anyone , and nobody had any reason to suspect the quiet boy who was like his son . after the drug lord had disappeared , in the chaos that followed no one had much cared what had happened to the boy . one night , several trucks showed up at the house , and we heard gunfire . the main contender for the dons position , armand altamar , had decided to eliminate anyone who was still loyal to the don , in a bid to seal his position as the new jefe for this region ."
454,20,"he executed the few remaining staff at the houseand then he came for us . my father had several guns and he tried to defend us , and even killed three of altamars henchmen , but in the end it was for nothing . there were too many of them , and they shot him to death , out in front of the porchlike a dog . he died there for no reason other than for loyalty to his boss altamar had no reason to kill him , but he did anyway , without as much thought as stepping on an ant . he just ran the horses , and raised you , her voice trailed off . ii dont know what to say theres nothing to say . after killing him , they broke down the door , dragged my grandmother and auntie outside and shot them in the head . ithank god you escaped but i didnt , dont you see ? i tried to shoot them but i was shaking too much , and my first shot missed . so then they came for meand the restis history , she said flatly . he didnt know how to react to the horrible story and was afraid to hear the rest but he couldnt help himself . with nobody here to protect me , with you gone and my family killed ? they took turns raping me , is what happened over and over , for half the night . i passed out , and when i came to , they were raping me more . i know nothing i can say or do will make anything better . but ill find these men and punish them for what they did to you . my life is over before it had a chance to really begin . its not your fault but i dont want to see you ever again . you remind me of beforewhen i had hope jasmine , listen to me . i know what happened was horrible and will stay with you forever but theres always hope ."
455,20,"ill make this right , or at least avenge your family and you , the young man promised . theres always hope , jasmine youre an idiot . for you , maybe there is , but not for me . after they were done with me , every orifice brutalized and bleeding , the leader , altamar , went into the barn and got some of the acid they used on the glass tiles in the fountain to remove the calcium deposits , as i remember . theyd always wear gloves , and mix it fifty parts water to one part acid . it was the only thing that would remove the buildup . altamar didnt wear gloves , and he didnt mix it . he just poured it on my face , laughing as my skin fizzed with screaming agony . last thing i remember was trying to make it to the kitchen to rinse it off my face with water . she stopped and peered at him through the gloom . ive sat here many times , ever since they released me from the hospital , wishing i was dead . id kill myself but it would damn my soul to hell forever , according to the priest who stops in occasionally to mitigate my torment . so i sit in the dark , and pray to an unlikely god to end my misery . so far , hes ignored me , just the same as he ignored my familys cries for mercy . jasmine leaned forward so that he could see her face in the dim light . one side was the jasmine he remembered . beautiful , serene , now with tears streaming freely down her cheek . the other side of her face was an abomination . the acid had seared off her living flesh , blinded her , and so ruined it that it more resembled something that had been dragged down a road for miles , or trapped in a fire , than something human . the tendons and ligaments were exposed and , even two years after the horrific event , it was a suppurating wet sorea picture of hell on earth incarnate ."
456,20,"the young man had seen plenty of death and savagery in his life but even he was shocked , and he automatically recoiled from the sight . it was the most horrible thing hed ever seen . he felt his gag reflex triggering as the pit of his stomach dropped out . oh oh god , jasmine there was nothing to say . no words anyone could say to make it better . chapter 7 the cantina lights twinkled in the softness of the spring night air ; the bouncing beat of lively banda music floated out from inside , along with raucous laughter and peals of glee from inebriated women . it was saturday night and the party was in full swing on the outskirts of culiacan , a rough and rural area populated by hard men with dead eyes and females who were looking for a fast luxury ride to nowhere . this was cartel country and the bar was a cartel bar , so if you hadnt grown up in the area and didnt know the owners , you didnt go inside unless you had a death wish . it was one of the few places in mexico where armand altamar could let his hair down and relax . he wasnt at war with anyone for the time being so he had little to fear . things were prospering under his iron rule and everyone was making a ton of money since hed taken over most of don miguels duties . hed had to give up some of the meth and heroin traffic to diego up north , and had to cut in aranas , the head of the sinaloa cartel , for a fifteen-percent-larger slice of his cocaine traffic ; but even so , business had grown to the point where he didnt even feel the dilution he was pocketing fifty million dollars a month , on a bad one . not so bad for a forty-year-old ex-enforcer who had come up from the streets , fighting tooth and nail for anything he ever got . hed been born in one of culiacans worst barrios , a desperate den of poverty and filth that few walked away from . now he was running things after someone had taken out the don . it was like a dream come true and he was making the most of it . every weekend , he would hire one of the most popular banda groups in sinaloa to play for his de facto private party at his bar . every friend he had would attend , as well as some of the most beautiful examples of mexican femininity in the country all to pay homage to him and celebrate his success . not that winning the spoils had been easy , by any means . for a few months after the don had passed on to his just reward , culiacan had been a death zone ."
